RIC,Weight
GFIJ.J,0.021492015
601878.SH,0.000206213
XEL.OQ,0.052840241
SKG.L,0.015050541
WPC.N,0.022525934
GIS.N,0.066463015
8035.T,0.099621025
7912.T,0.011120899
2357.TW,0.010628712
8585.T,0.000709172
NXPI.OQ,0.088194624
3898.HK,0.003249931
ALD.AX,0.007393401
1414.T,0.002749299
603939.SH,0.000542869
TOWR.JK,0.001998831
BVI.PA,0.011653889
2353.TW,0.005632445
MTNJ.J,0.02085658
J.N,0.023475869
CHD.N,0.036503991
CMA.N,0.010010039
000937.ZK,0.000300808
6503.T,0.043833672
SVW.AX,0.003722537
002518.ZK,0.000300115
002511.ZK,0.000208095
SBAC.OQ,0.037276969
PM.N,0.232439596
NHC.AX,0.002710049
2845.TW,0.001271108
SDF.AX,0.00618768
9031.T,0.001994671
UNVR.JK,0.002484896
300058.ZK,0.000334971
BBCA.JK,0.05151499
2324.TW,0.006963662
000528.ZK,0.000233974
600132.SH,0.000632174
BOL.ST,0.01351533
SBIC.NS,0.004535978
9502.T,0.012622033
0013.HK,0.001935566
Q.MX,0.002034596
1055.HK,0.001539059
JKHY.OQ,0.018819587
BJC.BK,0.001553406
IHG.L,0.018532383
DBKGn.DE,0.034161683
5214.T,0.002130675
002230.ZK,0.002317183
ASTR.KL,0.000274153
600196.SH,0.000959282
ELI.BR,0.007147794
7564.T,0.002408428
PDD.OQ,0.050427538
CHRW.OQ,0.016774042
ARTI.NS,0.001716418
AENA.MC,0.017208319
AIRA.DU,0.002563173
SELEC.IS,0.000252927
ETSY.OQ,0.017425716
2201.TW,0.002291586
ADPORTS.AD,0.002461262
000810.ZK,0.000158656
000028.ZK,0.000264016
4967.T,0.004979619
HYPE3.SA,0.005647472
STAU.NS,0.002685527
TSCO.OQ,0.035369414
WEC.N,0.042595862
BAM.TO,0.013776138
TRP.TO,0.059025328
4507.T,0.016959502
NAB.AX,0.090378021
AZRG.TA,0.003292654
DPZ.N,0.021125095
LEGn.DE,0.00770531
BATO.KL,0.00048747
3231.TW,0.018663116
601600.SH,0.001139095
ALFAA.MX,0.003401784
YMM.N,0.007021145
600803.SH,0.000813798
III.L,0.036665777
PBFI.NS,0.00489962
TU.BK,0.001589689
SPEN.TA,0.001549592
EMSN.S,0.008691433
900905.SS,0.001156355
FITB.OQ,0.028852642
PPHJ.J,0.002883428
VST.N,0.015295463
0006.HK,0.010828137
VARB.NS,0.007134313
TLMM.KL,0.001862948
601869.SH,0.000142124
NIO.N,0.019062354
000792.ZK,0.001564452
1060.HK,0.001216522
300009.ZK,0.000249866
TCL.AX,0.044501855
HLL.NS,0.044208171
KLBN11.SA,0.005169889
2222.T,0.002308585
4631.T,0.002305374
JMT.LS,0.012342728
KTB.BK,0.005581736
0390.HK,0.004016481
PSPN.S,0.008256313
2474.TW,0.006092921
8955.T,0.003543368
PH.N,0.079479821
FREN.JK,0.000760815
SWK.N,0.023029438
1972.HK,0.003888539
005380.KS,0.033451346
VESTL.IS,0.000415905
EGIE3.SA,0.002479671
3048.T,0.001676879
SUN.AX,0.018170311
SRFL.NS,0.00584805
ADMr.AT,0.000429021
028670.KS,0.001467769
NTR.TO,0.048007394
300750.ZK,0.014730309
QUB.AX,0.00501795
0817.HK,0.001443079
011070.KS,0.004975262
OTIS.N,0.055710334
5901.T,0.003296526
9602.T,0.006771372
600111.SH,0.001290232
AYDEM.IS,9.93E-05
003816.ZK,0.000328886
2347.TW,0.003962078
5269.TW,0.001918504
CHC.AX,0.005507827
030000.KS,0.001528065
ORK.OL,0.009223404
8227.T,0.003263662
2128.HK,0.00086783
TTPW.NS,0.006810893
8963.T,0.002950916
002463.ZK,0.000694079
AZJ.AX,0.006981273
TECKb.TO,0.028707099
FIS.N,0.054221609
VAPORES.SN,0.001982648
6806.HK,0.000525273
EGEEN.IS,0.000363516
FDS.N,0.024784367
TEML.NS,0.014064805
3234.T,0.002552813
OCBC.SI,0.050511379
ASII.JK,0.013504619
BOROUGE.AD,0.002465959
5347.TWO,0.003583303
LTEH.NS,0.001994683
ALPEKA.MX,0.000588289
002736.ZK,0.000691693
AIRP.PA,0.140227139
GULF.BK,0.006549794
2208.HK,0.000673877
KDP.OQ,0.045790715
003410.KS,0.000675682
3291.T,0.003744155
1030.SE,0.003481232
002223.ZK,0.000526107
KBANK.BK,0.009870604
OMUJ.J,0.004809081
002583.ZK,0.000170542
3311.HK,0.003189811
002302.ZK,8.01E-05
2301.TW,0.014656253
SMGR.JK,0.002278841
8601.T,0.011451799
601288.SH,0.004792318
688396.SH,0.000780609
RBLX.N,0.031819395
ADEL.NS,0.015748682
FRAS.KL,0.001338
034730.KS,0.006196086
0087.HK,0.001777197
GLEN.NS,0.002020186
034020.KS,0.008869979
RIO.L,0.110961091
CBG.BK,0.00103726
600787.SH,0.000183691
DEHr.AT,0.00370941
1801.HK,0.00851325
ELUXb.ST,0.004900377
EAND.AD,0.032523235
8279.T,0.001737289
WHIR.NS,0.000811635
600426.SH,0.001042715
300142.ZK,0.000630749
BEIJb.ST,0.007341584
NOVOb.CO,0.382719199
MEGACPO.MX,0.00112326
600643.SH,0.000121462
300363.ZK,0.000222789
600153.SH,0.000406786
0371.HK,0.001465396
ELCO.TA,0.00053824
4755.T,0.006124216
MDIA3.SA,0.001743044
BOSH.NS,0.003098264
ENGIE.PA,0.042605273
INDUa.ST,0.005455364
GMAT3.SA,0.000989625
0257.HK,0.002109624
0004.HK,0.003393553
SHEL.L,0.316697896
600837.SH,0.00137286
HMSP.JK,0.000833932
CARR.PA,0.017443503
6465.T,0.006420176
LH.N,0.028642034
SRE.N,0.069573375
8267.T,0.022399916
900923.SS,0.000178682
000728.ZK,0.000434426
KGF.L,0.009284848
NDAQ.OQ,0.026708175
IDBI.NS,0.00060583
9147.T,0.006026293
300308.ZK,0.001535596
DIXO.NS,0.002863508
2344.TW,0.004087168
6136.T,0.001561921
0548.HK,0.000897264
002078.ZK,0.000418975
0200.HK,0.001195473
4578.T,0.027366133
ZALG.DE,0.010946244
MAGEN.IS,0.000247261
000581.ZK,0.000215962
600436.SH,0.002563837
DANA.AD,0.001300653
ATVI.OQ,0.11004622
BKT.MC,0.007213954
603026.SH,0.000164207
HOLN.S,0.054955987
CRL.N,0.015547414
0322.HK,0.004272457
PLD.N,0.174228555
PLS.AX,0.015490254
CSGP.OQ,0.056137057
TUKAS.IS,0.000218421
QFLS.QA,0.004099486
HSY.N,0.053780593
NHPC.NS,0.001936581
KTKM.NS,0.003498089
NHY.OL,0.012943548
002304.ZK,0.002955266
ASX.AX,0.012332882
EMBA.NS,0.003488883
0552.HK,0.001685095
ABT.N,0.281964108
JDEP.AS,0.00556831
LIND.NS,0.00174691
ICE.N,0.09794551
2883.HK,0.003114305
0220.HK,0.001425884
MTD.N,0.044259799
GRUMAB.MX,0.005181865
MSFT.OQ,4.074805517
JNJ.N,0.630134762
ASM.AD,0.000760394
TRMB.OQ,0.019887083
4483.T,0.00183907
DAST.PA,0.046646767
STO.AX,0.023397298
TTEF.PA,0.199869192
GOTO.JK,0.008574845
BIRG.I,0.017079985
GMEXICOB.MX,0.024639563
4272.T,0.002131853
SIGNC.S,0.014748158
4210.SE,0.002371094
600487.SH,0.000562613
300458.ZK,0.000234963
QIIB.QA,0.004903352
2229.T,0.002108068
002414.ZK,0.000517811
HLT.N,0.058689565
KMB.N,0.068681116
600905.SH,0.001965296
MEG.PS,0.000635474
300726.ZK,0.000246862
ABBV.N,0.367051507
SIEM.NS,0.006125861
6028.T,0.003937328
TAEE11.SA,0.00252492
CGPO.NS,0.005491926
ABC.AX,0.001179381
600176.SH,0.000816081
CMG.N,0.090063379
SATG.DE,0.001002706
HSX.L,0.007206099
NRG.N,0.012978207
1080.SE,0.007535277
600348.SH,0.000433108
2227.TW,0.000224447
BBNI.JK,0.006751371
9020.T,0.030300704
STE.N,0.03426029
600529.SH,0.00026554
WBC.AX,0.078451835
0659.HK,0.002470114
ORI.AX,0.007119924
MAXI.NS,0.003730859
RLXO.NS,0.001261872
AGL.AX,0.007329875
4021.T,0.008745872
GALP.LS,0.009539056
1691.HK,0.000298649
SAPG.DE,0.240850014
9987.T,0.002992716
MLM.N,0.043409685
DQ.N,0.003260632
0336.HK,0.000609742
AVGO.OQ,0.561619287
GM.N,0.082624168
INDUc.ST,0.006443672
3105.TWO,0.003457475
002085.ZK,0.000218927
7735.T,0.006834914
600395.SH,0.000201628
PMET.KL,0.005721552
ITUB3.SA,0.003532799
TLEVISACPO.MX,0.003615094
2884.TW,0.018635659
GENS.SI,0.006348272
BDO.PS,0.009199361
AGHOL.IS,0.000901123
0683.HK,0.001910257
1508.HK,0.000690793
601139.SH,0.000255409
BIOX.PA,0.006853715
AVB.N,0.04105971
MCO.N,0.086849184
ALU.AX,0.004574802
TCPJ.J,0.000299191
AAF.L,0.002250275
TCELL.IS,0.003002053
5706.T,0.001934169
MER.PS,0.002582027
SITES1A1.MX,0.001885537
PTTEP.BK,0.009612005
002099.ZK,0.000189769
PHG.AS,0.032331891
PGHN.S,0.036301769
ZBH.N,0.045023421
WTW.OQ,0.037039329
1812.T,0.010027232
CL.N,0.0947773
PKO.WA,0.013106546
600036.SH,0.00964305
SHW.N,0.096954448
MISC.KL,0.004144174
MOWI.OL,0.011410032
603392.SH,0.00043389
FLEX.OQ,0.019452971
600038.SH,0.000356484
2238.HK,0.002824374
600258.SH,0.000329502
069960.KS,0.000950621
CIMSA.IS,0.000440604
2002.TW,0.017705539
2883.TW,0.00956553
CLX.N,0.028988456
AKAM.OQ,0.021963564
PRY.MI,0.016590425
1988.HK,0.00355771
2345.TW,0.01030481
FMG.AX,0.037573262
3994.T,0.002813705
000720.KS,0.003283264
300017.ZK,0.000244444
600376.SH,0.000145266
AXFO.ST,0.004201743
FI.N,0.121100421
002001.ZK,0.000736204
6060.HK,0.003292306
OCDO.L,0.008352642
GAIL.NS,0.005333161
NLY.N,0.015301126
600029.SH,0.001221571
WOR.AX,0.006584981
000158.ZK,0.000168411
GFS.OQ,0.008050845
BLA.BK,0.000565988
MXSC.KL,0.002728039
CNC.N,0.055361782
TTEX.NS,0.004806688
GLEN.L,0.112820312
1083.HK,0.000822337
FRES.L,0.002310207
601216.SH,0.000456732
600704.SH,0.000374365
BEZQ.TA,0.004242885
LMT.N,0.156942749
9995.HK,0.00121564
300085.ZK,0.000122427
0177.HK,0.001662421
ROSNP.BX,0.003343839
2296.T,0.001010538
5108.T,0.035420485
EDEN.PA,0.024968445
BMED.MI,0.00353687
688012.SH,0.001273239
REDE.MC,0.011052046
9006.T,0.00351704
6981.T,0.051437259
SUN.NS,0.021564805
AV.L,0.021495768
MIN.AX,0.01283314
600079.SH,0.00059461
8369.T,0.005955535
CAPP.PA,0.048842154
ZION.OQ,0.007177385
900947.SS,0.000375247
009540.KS,0.006474383
0142.HK,0.001263542
300896.ZK,0.001103655
CMPC.SN,0.00368429
600745.SH,0.000863674
DCPJ.J,0.000782796
DANHOS13.MX,0.000475036
GCARSOA1.MX,0.005320059
601567.SH,0.000297579
AKRBP.OL,0.01244757
6988.T,0.01592861
600548.SH,0.000105898
047050.KS,0.002666386
SIAL.SI,0.010990496
C.N,0.139269843
BRPT.JK,0.001975788
8985.T,0.003552665
600848.SH,0.000322988
ARE.N,0.030506766
6383.T,0.009525317
000898.ZK,0.000246512
DRR.AX,0.002077538
002434.ZK,0.00017085
OTKAR.IS,0.000590858
NPNJn.J,0.053514869
2386.HK,0.000995067
CONG.DE,0.013135443
2914.T,0.039811329
SIME.KL,0.002440031
ULTA.OQ,0.035963601
XRO.AX,0.016623383
1303.TW,0.019460159
GRLS.MC,0.007299452
HUSQb.ST,0.005864036
600875.SH,0.000801346
MAVI.IS,0.000677986
NMDC.NS,0.002378832
600809.SH,0.003832228
XOM.N,0.624321164
300773.ZK,0.000235961
UU.L,0.012981836
0003.HK,0.013612969
IGO.AX,0.009579671
300015.ZK,0.002647796
EVDG.DE,0.0063636
603883.SH,0.000213779
601012.SH,0.0033232
LIN.N,0.287087185
TW.L,0.007609546
ALFAS.IS,0.000382285
5631.T,0.002032055
SOBIV.ST,0.005003891
8282.T,0.002017994
2890.TW,0.010020537
AMRT.JK,0.005244497
1888.HK,0.001546533
002056.ZK,0.000427338
HPQ.N,0.043111505
3402.T,0.012928659
200028.SZ,0.000202072
PINFRA.MX,0.003436597
SMDS.L,0.007382343
1880.HK,0.002315433
0998.HK,0.00652579
INWT.MI,0.007273344
600968.SH,0.000303059
IJMS.KL,0.001719329
002236.ZK,0.00108238
8253.T,0.00376484
4530.T,0.003057508
FBIN.N,0.014206051
ANTO.L,0.010397245
4521.T,0.001233439
MRCO.NS,0.005110255
2531.T,0.002227692
6409.TW,0.005786822
SIRI.OQ,0.005183194
6920.T,0.017532875
5830.T,0.002448785
ITAUCL.SN,0.001202855
INPST.AS,0.003471759
IDXX.OQ,0.068624517
002938.ZK,0.00030486
7701.T,0.01287546
REITIR.IC,0.000728093
ILU.AX,0.004892357
RHI.N,0.013507256
1368.HK,0.001734942
4164.SE,0.002878564
4005.T,0.007071452
9831.T,0.002738955
OGDC.PSX,0.000294318
UPLL.NS,0.006268033
600673.SH,0.000310787
1208.HK,0.001342874
CCU.SN,0.001733374
002081.ZK,0.000180307
VMW.N,0.051899172
002466.ZK,0.001492222
SGOB.PA,0.046267678
267250.KS,0.003000831
300003.ZK,0.000588486
TRYG.CO,0.010469342
SASY.PA,0.178821541
3383.HK,0.000363224
000069.ZK,0.000537435
603290.SH,0.000513284
2881.TW,0.023781813
5105.T,0.002063697
NESTE.HE,0.025645078
BSL.AX,0.009671852
601100.SH,0.001173486
352820.KS,0.00580788
OREP.PA,0.161740537
000961.ZK,8.64E-05
1288.HK,0.015779018
BDMN.JK,0.000232139
207940.KS,0.015606244
0001.HK,0.024480321
CCOLA.IS,0.001049547
ENX.PA,0.008658418
AMAT.OQ,0.185785938
DWL.L,0.003273357
SCIL.SI,0.005789881
3532.TW,0.000503366
0489.HK,0.001961216
300601.ZK,0.000433814
600690.SH,0.002137191
SY1G.DE,0.021411661
MKTX.OQ,0.014482226
HELr.AT,0.000356953
UMG.AS,0.027911869
002064.ZK,0.000407449
SGP.AX,0.010129588
6273.T,0.04655572
002268.ZK,0.000341865
RGN.AX,0.002818529
REP.MC,0.028216677
TMUS.OQ,0.114527748
002203.ZK,0.000279799
601398.SH,0.005196438
7205.T,0.001706647
TOASO.IS,0.001687591
MRPL.NS,0.000328321
GFNORTEO.MX,0.03891674
2060.SE,0.001979615
PRIO3.SA,0.009201199
2651.T,0.003574881
JCI.N,0.072642367
IPL.AX,0.005954176
BASGZ.IS,0.000115429
603369.SH,0.000992548
HELN.S,0.007755048
VCX.AX,0.007450564
600019.SH,0.001591977
VENM.SI,0.004504639
DANSKE.CO,0.025328508
0991.HK,0.000785661
000537.ZK,0.000355617
HLBB.KL,0.003903985
ZM.OQ,0.027193581
BWA.N,0.016200939
600873.SH,0.000389681
ORCL.N,0.279675508
PME.AX,0.002862579
MULTIPLY.AD,0.006455569
STAN.L,0.032172103
1944.T,0.002634896
002353.ZK,0.000404977
HARJ.J,0.003928154
TIMS3.SA,0.003560734
QEWC.QA,0.003433208
112040.KQ,0.000795603
1308.HK,0.00375077
BATA.NS,0.002015233
377300.KS,0.001303652
2196.HK,0.002169334
6862.HK,0.005486765
603260.SH,0.000648186
CTSH.OQ,0.05348866
300496.ZK,0.000590533
PERP.PA,0.069920884
KRDMD.IS,0.00095198
1808.T,0.005038002
SLF.TO,0.046301198
NMDC.AD,0.00181896
002648.ZK,0.000795877
ITRK.L,0.013195937
MET.N,0.058460176
4003.SE,0.001325577
BURL.N,0.016981349
MRK.N,0.409870779
600167.SH,0.000140158
MDKA.JK,0.005944486
EXOR.AS,0.014663072
FPH.NZ,0.013271192
002444.ZK,0.000399232
ALV.N,0.012263567
GNRC.N,0.013326625
GMRI.NS,0.002007844
CVX.N,0.40489296
601336.SH,0.001233273
009150.KS,0.010481025
300568.ZK,0.000318047
002092.ZK,0.000257373
HOTG.DE,0.002853172
RR.L,0.024433554
ITX.MC,0.062745275
8069.TWO,0.009714979
SALM.OL,0.004140611
2319.HK,0.016697989
ADP.PA,0.007166779
1171.HK,0.004974946
9003.T,0.002083012
STMPA.PA,0.052175529
EREGL.IS,0.003529797
MS.N,0.168345509
MABK.KW,0.002746479
HONE.NS,0.001779568
011170.KS,0.00330063
IQTr.AT,0.000295356
EQNR.OL,0.041870065
VIVT3.SA,0.005613073
2269.HK,0.028337216
2727.HK,0.001014031
JMAT.L,0.006545305
RNR.N,0.014948091
GETP.PA,0.009625514
YSG.N,0.000647786
DLN.L,0.004530922
TLC.AX,0.01179762
CPB.N,0.013055879
2678.T,0.00088293
8473.T,0.007571943
601390.SH,0.002335297
RECM.NS,0.003712083
PSSA3.SA,0.001688917
000543.ZK,0.000227357
OYAKC.IS,0.000882206
CB.N,0.121145614
MPARK.IS,0.000375939
000060.ZK,0.000293223
601872.SH,0.000772767
WB.OQ,0.001451479
FCX.N,0.087894883
1911.T,0.005111286
ENEI.MI,0.08348898
CZG.PR,0.000322919
601377.SH,0.000809692
9090.T,0.000861041
6201.T,0.017735339
300661.ZK,0.000598141
FAST.OQ,0.049356179
MBGn.DE,0.106642836
AMA.MC,0.051190419
6856.T,0.003456882
MCY.NZ,0.004171314
1605.T,0.017131987
BFRG.NS,0.004073218
010060.KS,0.001782471
REMJ.J,0.006759281
ALLFG.AS,0.003170061
000062.ZK,0.000168551
AD.AS,0.050503737
BCI.SN,0.002701864
FIBRAPL14.MX,0.002989755
7966.T,0.001184547
603688.SH,0.000499951
600566.SH,0.000172719
603501.SH,0.00127992
1605.TW,0.005004816
WHC.AX,0.00526693
IFL.AX,0.001836336
MSI.N,0.073125094
SCOR.PA,0.007231519
000630.ZK,0.000483306
000012.ZK,0.000171941
066575.KS,0.001103738
002311.ZK,0.001203914
600150.SH,0.002118558
CPU.AX,0.013332624
SSABb.ST,0.00737417
EW.N,0.084331697
600729.SH,0.000206765
CCH.L,0.009150744
HEIO.AS,0.018350732
GL9.I,0.004154062
300957.ZK,0.000251211
2670.T,0.002248954
CAPN.SI,0.009946664
ASOK.NS,0.004618651
003022.ZK,0.000247822
LIGHT.AS,0.005930578
AME.N,0.055620637
BALN.S,0.010567891
0384.HK,0.004765571
0440.HK,0.000675245
CDAY.N,0.016135942
1209.HK,0.004067995
002155.ZK,0.000230402
601058.SH,0.000544249
ATCOa.ST,0.058043508
8830.T,0.015302888
600582.SH,0.000292842
FFH.TO,0.024534832
601865.SH,0.000314449
6326.T,0.024058027
KCAER.IS,0.000139104
BLD.AX,0.001508526
2875.T,0.005996352
PFE.N,0.311860387
PROX.BR,0.001704475
RAND.AS,0.009821156
4902.T,0.002464532
7951.T,0.008789126
BIIB.OQ,0.060565413
2020.HK,0.02065862
5019.T,0.007358109
DWNG.DE,0.001831778
3880.T,0.000997647
7270.T,0.01666477
086280.KS,0.004199278
2082.SE,0.010226896
JD.L,0.007547424
EXPN.L,0.05473328
0551.HK,0.001493024
000708.ZK,0.001189402
1973.T,0.001445918
SIEGn.DE,0.179616748
2502.T,0.029047753
TAMO.NS,0.020954794
9888.HK,0.063176746
DANO.PA,0.059145352
NG.L,0.074248121
BDEV.L,0.00826607
PGAS.KL,0.003242951
GIVN.S,0.041724144
DIFu.BK,0.002438048
GGRM.JK,0.001310192
1766.HK,0.003394437
ERICa.ST,0.000303939
688707.SH,0.000129308
BEN.AX,0.005358097
003035.ZK,0.000271363
BILL.N,0.021149591
GGAS.NS,0.001736676
001872.ZK,0.000141676
GARAN.IS,0.001194288
KOZAL.IS,0.001454148
PSN.L,0.00691697
0215.HK,0.000294617
CHKP.OQ,0.018239683
097955.KS,0.000208594
300002.ZK,0.000313246
HUM.N,0.08383724
SAWAD.BK,0.001285881
601636.SH,0.000239305
4587.T,0.001826006
282330.KS,0.001639606
600011.SH,0.000976964
300482.ZK,0.000158458
WDC.OQ,0.018697523
002920.ZK,0.001161114
301267.ZK,0.000178607
BRGR.NS,0.003066611
GFINBURO.MX,0.007677143
6762.T,0.021589605
002390.ZK,0.000131706
036460.KS,0.000780311
002429.ZK,0.000372643
8316.T,0.089643514
KO.N,0.359288587
5110.SE,0.007211661
STT.N,0.034689803
2801.T,0.015877734
SCB.BK,0.008366772
QRVO.OQ,0.016190118
SBI.NS,0.019653181
5947.T,0.003568395
DXS.AX,0.009001851
DLR.N,0.05191335
010130.KS,0.005710003
4733.T,0.001686047
APA.AX,0.012048999
AXP.N,0.16041875
9010.T,0.001318634
1528.HK,0.000348206
UBIP.PA,0.004395031
WDPP.BR,0.007251831
JSTL.NS,0.014678008
RDFJ.J,0.001919659
000027.ZK,0.000462132
004990.KS,0.000791076
000828.ZK,0.000143028
PIDI.NS,0.007511992
MAPI.SI,0.004973448
APLA.NS,0.004276782
MUTT.NS,0.002562858
6488.TWO,0.005628622
MTS.AX,0.003627329
INDF.JK,0.003276868
ALLI.KL,0.001253478
002180.ZK,0.000707382
TPL.N,0.012570282
600567.SH,0.000155014
601168.SH,0.000406839
OTPB.BU,0.0132613
2388.HK,0.015954707
BEAN.S,0.006972932
ICIL.NS,0.006046357
9022.T,0.034007219
CEG.OQ,0.047566833
6976.T,0.005844035
600635.SH,0.000123633
002340.ZK,0.000530339
600298.SH,0.000454937
MRTI.NS,0.023766389
SOON.S,0.021251468
1898.HK,0.002342345
DOHOL.IS,0.000601084
600570.SH,0.001065739
ZBRA.OQ,0.024391242
HRMr.AT,0.001367458
EMAM.NS,0.001599954
000651.ZK,0.001112877
300296.ZK,0.000247674
7518.T,0.002720972
600519.SH,0.032156708
QSR.TO,0.036464534
EMN.N,0.01587378
300869.ZK,4.65E-05
603056.SH,8.69E-05
600183.SH,0.000561052
KPG.NZ,0.001387324
BXB.AX,0.020250084
ITUB4.SA,0.043303323
8303.T,0.001649077
RF.N,0.027936014
0285.HK,0.004053006
603486.SH,0.000626397
6160.HK,0.014307318
ADAW.NS,0.001183036
601666.SH,0.000263855
1801.T,0.009634041
NESN.S,0.495517947
9696.HK,0.001016148
600377.SH,0.000261656
PCGB.KL,0.005981912
OKE.N,0.04375828
VOPA.AS,0.003942135
HMb.ST,0.017835119
DIAL.KL,0.003057363
1030.HK,0.000690409
PUBP.PA,0.028818661
CG.OQ,0.011178178
BRYAT.IS,0.000472067
SMRTG.IS,0.000410308
CTPNV.AS,0.002119902
047040.KS,0.001032354
0338.HK,0.000778975
000598.ZK,0.000245319
SPX.L,0.015767412
EXXJ.J,0.003405397
6415.TW,0.005487204
6178.T,0.023322399
WMT.N,0.336006684
EDV.L,0.006955742
5929.T,0.004021107
KEYS.N,0.045881842
603806.SH,0.00051238
2317.TW,0.06571434
002407.ZK,0.000308625
DTGGe.DE,0.027440926
1860.T,0.001922815
002384.ZK,0.000612037
8439.T,0.003483461
603816.SH,0.000477496
601811.SH,7.76E-05
026960.KS,0.000701636
300033.ZK,0.001328883
INVEa.ST,0.014830213
ADML.L,0.0119858
8952.T,0.008121948
600170.SH,0.000275048
3908.HK,0.00401417
600688.SH,0.000268892
SOKM.IS,0.000573537
AMR.AD,0.004633058
000685.ZK,0.000169208
600547.SH,0.001373254
8210.SE,0.005542675
2280.SE,0.006463558
PUMG.DE,0.009875861
FMC.N,0.018159059
CVE.TO,0.03634425
3197.T,0.004348896
QNBK.QA,0.029183722
URC.PS,0.003230734
0670.HK,0.000871121
000767.ZK,0.000140015
THYAO.IS,0.006691365
900912.SS,0.000264237
8593.T,0.006105784
7733.T,0.030249925
GPT.AX,0.008375062
COMI.CA,0.005528281
ZG.OQ,0.004498043
688516.SH,0.000326965
PRU.N,0.052350122
LHCJ.J,0.002444528
PNC.N,0.079047714
BBRI.JK,0.040105538
OKTA.OQ,0.016188561
600000.SH,0.003223023
FIBI.TA,0.003501759
002532.ZK,0.000174232
OZKGY.IS,0.000178992
MCHP.OQ,0.076418391
SPGI.N,0.206095443
RTO.L,0.030959941
BIO.N,0.012296346
0288.HK,0.006163329
603225.SH,0.000130059
600612.SH,0.000299954
4921.T,0.001914156
000039.ZK,0.000247372
600256.SH,0.00066242
138930.KS,0.002230811
042660.KS,0.002671013
9076.T,0.003158443
PXD.N,0.074822646
000100.ZK,0.001233319
COPEC.SN,0.005745156
300558.ZK,0.000115241
000600.ZK,0.000109949
2377.TW,0.006497711
INTUCH.BK,0.00298661
600498.SH,0.000334102
601158.SH,0.000153825
0345.HK,0.001504211
6724.T,0.006341497
LUMI.TA,0.019271323
002294.ZK,0.000476465
COFO.NS,0.003869241
6963.T,0.012441545
7201.T,0.011852476
T.TO,0.013100672
ENLT.TA,0.003486562
000660.KS,0.076675663
002373.ZK,0.000200447
601825.SH,0.000283536
7182.T,0.017974503
RXL.PA,0.009057348
KGH.WA,0.006153001
CPG.L,0.072684934
ITW.N,0.117521434
KRDMA.IS,0.00026557
300166.ZK,0.000175851
ERICb.ST,0.022067722
OILI.NS,0.001569566
SSWJ.J,0.007843305
000400.ZK,0.000353883
002643.ZK,0.000249045
FSRJ.J,0.030323241
GUBRF.IS,0.001298606
001965.ZK,0.000300983
000729.ZK,0.00047659
4927.T,0.001685433
HEKTS.IS,0.002062661
1516.HK,0.000274698
SIS_p.CN,0.000408501
0152.HK,0.001892181
6592.T,0.002114157
CM.TO,0.058944833
F.N,0.084661707
000100.KS,0.003666168
0308.HK,0.000795354
EBAY.OQ,0.039069181
1776.HK,0.002262927
0966.HK,0.002205494
000021.ZK,0.000495068
8919.T,0.001415751
EURBr.AT,0.00711093
6367.T,0.083187953
247540.KQ,0.017974847
QHOLDING.AD,0.002126053
3038.T,0.005801341
2331.HK,0.018339963
FORTUM.HE,0.008951473
6925.T,0.002300116
4188.T,0.011527291
002129.ZK,0.001815076
2127.T,0.003062911
5020.T,0.015046654
LGEN.L,0.026794769
AGLT.KW,0.005059715
002958.ZK,8.08E-05
QRES.KL,0.001920183
9065.T,0.00249361
SMPH.PS,0.009833444
7180.T,0.002643402
6837.HK,0.003307447
ADEA.OL,0.002851017
LEN.N,0.049590309
006360.KS,0.001092113
GEBN.S,0.027659277
DASA3.SA,0.00029518
SCHA.OL,0.002316375
SCGP.BK,0.002080493
CRH.L,0.064612561
ELS.N,0.017827682
6807.T,0.001488564
1658.HK,0.008191593
3050.SE,0.001408027
CARLb.CO,0.021516435
VTR.N,0.028942125
OR.BK,0.002649733
300595.ZK,0.000414566
EMR.N,0.079779849
SMIN.L,0.011429078
HLE.DE,0.002852993
2250.SE,0.003758058
5463.T,0.002102286
1024.HK,0.029196804
1876.HK,0.0060387
9961.HK,0.029829862
010950.KS,0.003403963
EMTK.JK,0.002160589
1803.T,0.005264813
7259.T,0.008496325
2204.TW,0.001083978
IGM.TO,0.00392268
5021.T,0.003561572
BOB.NS,0.003805621
600998.SH,0.000409884
PTBA.JK,0.001123729
603659.SH,0.001157565
3309.T,0.003815696
SHPJ.J,0.009778584
SATS.SI,0.00260802
ISMEN.IS,0.000525657
361610.KS,0.002854301
4716.T,0.00367047
HDFA.NS,0.004432627
OMC.N,0.029400892
1193.HK,0.00443293
1020.SE,0.002988522
1111.SE,0.003839386
IEX.N,0.024143319
UNBK.NS,0.001739881
POW.TO,0.023459093
SHOP.TO,0.116807211
UHR.S,0.014291549
KHC.OQ,0.0434258
HZNC.NS,0.001383612
UNP.N,0.197381328
EQTAB.ST,0.011623031
MUVGn.DE,0.079408769
AJG.N,0.06932344
BLOOM.PS,0.00106162
MRDI.KL,0.00129775
VLOF.PA,0.007571119
002948.ZK,0.000166195
HWDN.L,0.007139082
HALC.NS,0.011638284
251270.KS,0.001295002
LNT.OQ,0.020268025
9468.T,0.003455843
2049.TW,0.003049449
4904.TW,0.005592799
300782.ZK,0.000869357
300294.ZK,0.000251596
